code,country,age_midage,age_old,age_veryold,age_veryyoung,age_young,code_numeric,education,fhpolrigaug,laborshare,lpop,lrgdpch,medage,nsave,polity4,socialist,year,year_numeric,sample,worldincome,worlddemocracy,samplebalancefe,samplebalancegmm
UGA,Uganda,0.1441931,0.0756378,0.0409819,0.4787183,0.260469,188,1.663,0.3333333,,9.556338,6.474236,16,0.0746252,,0,1985,38,1,4.964054,0.1367085,1,1
URY,Uruguay,0.1831173,0.1661682,0.1548687,0.2681954,0.2276504,191,6.519,0.8333333,0.2639832,8.009363,8.731979,30.3,0.1703526,0.95,0,1985,38,1,8.694333,0.2264017,1,1
USA,United States,0.2194559,0.1425309,0.1624501,0.2163181,0.2592449,192,11.711,1,0.3568531,12.37971,10.07001,31.4,0.174491,1,0,1985,38,1,3.731646,0.1074952,1,1
VCT,St. Vincent and the Grenadines,0.1153846,0.0961538,0.0769231,0.4038461,0.3076923,195,,0.8333333,,4.62791,8.382401,19,0.2231446,,0,1985,38,1,21.4187,0.7682399,,
VEN,"Venezuela, RB",0.1745828,0.0895087,0.0528066,0.3921694,0.2909324,196,5.295,1,0.2456199,9.749054,8.825475,20,0.2772512,0.95,0,1985,38,1,9.303574,0.2938639,1,1
VNM,Vietnam,0.138754,0.0953235,0.0733206,0.401266,0.2913359,197,,0,,10.98305,,19.5,,0.15,0,1985,38,1,0.6207806,0.0169541,,
VNM_N,"Vietnam, North",,,,,,198,,,,,,,,,0,1985,38,1,0.6207806,0.0169541,,
VNM_S,"Vietnam, South",,,,,,199,,,,,,,,,0,1985,38,1,0.6207806,0.0169541,,
VUT,Vanuatu,0.1515152,0.0833333,0.0530303,0.4469697,0.2651515,200,,0.8333333,,4.860587,,17.7,,,0,1985,38,1,,,,
YEM_N,"Yemen, N.Arab",,,,,,204,,0.3333333,,,,,,0.2,0,1985,38,1,,,,
YEM_S,"Yemen, South",,,,,,205,,0.1666667,,,,,,0.1,0,1985,38,1,,,,
ZAF,South Africa,0.166399,0.0939725,0.0500318,0.4037092,0.2858874,208,5.222,0.3333333,0.502871,10.35163,8.966209,19.3,0.2377527,0.7,0,1985,38,1,8.188642,0.2450736,1,1
ZAR,"Congo, Dem. Rep.",0.1466306,0.0835044,0.0449256,0.4673013,0.257638,209,1.777,0,,10.35294,6.466287,16.6,0.1437411,0.05,0,1985,38,1,4.665307,0.1276336,1,1
ZMB,Zambia,0.1446451,0.0803584,0.0432371,0.4723368,0.2594226,210,3.695,0.3333333,0.2671528,8.809863,6.995224,16.3,0.1412916,0.05,0,1985,38,1,14.7621,0.3979481,1,
ZWE,Zimbabwe,0.132026,0.0731958,0.0451488,0.4770266,0.2726029,211,2.828,0.5,0.3246103,9.061492,7.913739,16,0.1802555,0.55,0,1985,38,1,7.097178,0.1800168,,
ADO,Andorra,,,,,,1,,,,,,,,,0,1990,39,1,,,,
AFG,Afghanistan,0.1571128,0.0912385,0.0468875,0.4398145,0.2649467,2,0.91,0,,9.780493,,17.9,,0.1,0,1990,39,1,,,,
AGO,Angola,0.1488063,0.0870356,0.046783,0.4633337,0.2540413,3,,0,,9.166389,7.57377,16.8,0.2964169,0.15,0,1990,39,1,13.31541,0.4521661,,
ARE,United Arab Emirates,0.3502213,0.0841122,0.0191835,0.2848008,0.2616822,5,,0.1666667,,7.519692,,27.9,,0.1,0,1990,39,1,,,,
ARG,Argentina,0.1903093,0.1403185,0.1292505,0.3062166,0.2339052,6,7.767,1,,10.38983,8.884429,27.2,0.1972519,0.85,0,1990,39,1,3.152237,0.0974269,1,1
ATG,Antigua,,,,,,8,,0.6666667,,4.158883,9.47458,,0.1943969,,0,1990,39,1,8.948268,0.314692,,
AUS,Australia,0.233211,0.1482293,0.1545659,0.218998,0.2449958,9,10.124,1,0.3536574,9.744791,9.906652,32.2,0.223958,1,0,1990,39,1,6.70591,0.2039747,1,1
AUT,Austria,0.209525,0.1748415,0.201113,0.1741944,0.2403261,10,8.218,1,0.5367209,8.952308,9.894085,35.6,0.2552107,1,0,1990,39,1,13.25398,0.4392782,1,1
BDI,Burundi,0.157097,0.071505,0.0474322,0.4543509,0.2696148,14,1.229,0,,8.604471,6.719303,17.3,-0.0537377,0.15,0,1990,39,1,5.796784,0.162043,1,1
BEL,Belgium,0.2229133,0.1696429,0.2053571,0.1812801,0.2208066,15,8.426,1,0.420909,9.207075,9.897312,36.3,0.2498978,1,0,1990,39,1,,,1,1
BEN,Benin,0.1460843,0.0703528,0.0475473,0.4817125,0.2543029,16,1.557,0.1666667,,8.457443,6.90776,16,0.0545763,,0,1990,39,1,9.779629,0.3143966,1,1
BFA,Burkina Faso,0.1191437,0.0662408,0.0468505,0.4890159,0.2787492,17,,0.1666667,,9.091557,6.739776,15.5,0.0768291,0.15,0,1990,39,1,5.694705,0.1563951,1,1
BGD,Bangladesh,0.1618161,0.0845597,0.0481892,0.4210252,0.2844098,18,2.192,0.3333333,,11.60846,7.153151,18.6,0.1143325,0.25,0,1990,39,1,4.259283,0.1111319,,
BHR,Bahrain,0.2822086,0.0797546,0.0368098,0.3169734,0.2842536,20,4.869,0.1666667,,6.22059,,25.9,,0,0,1990,39,1,,,,
BHS,Bahamas,0.1889764,0.1062992,0.0629921,0.3267716,0.3149606,21,,0.8333333,,5.544396,,23.2,,,0,1990,39,1,,,,
BLZ,Belize,0.1451613,0.0752688,0.0591398,0.4408602,0.2795699,24,,1,,5.243333,8.638631,17.6,0.3063555,,0,1990,39,1,27.26754,0.9182125,,
BOL,Bolivia,0.1643425,0.0947668,0.0598291,0.4093567,0.2717049,25,4.738,0.8333333,,8.790726,7.802203,19.2,0.1138262,0.95,0,1990,39,1,7.370871,0.2549135,1,1
BRA,Brazil,0.1933364,0.1038251,0.0664682,0.3516679,0.2847025,26,3.762,0.8333333,,11.90468,8.735161,22.6,0.2140483,0.9,0,1990,39,1,4.46551,0.1236204,1,1
BRB,Barbados,0.2109375,0.1054688,0.1523438,0.2421875,0.2890625,27,8.194,1,0.7384419,5.552959,9.509151,28.4,0.1621999,,0,1990,39,1,16.56969,0.5874089,,
BRN,Brunei,0.2412451,0.077821,0.0428016,0.3463035,0.2918288,28,,0.1666667,,5.549076,,23.4,,,0,1990,39,1,,,,
BTN,Bhutan,0.1602829,0.1001768,0.0595168,0.421921,0.2581025,29,,0.1666667,,6.397113,,19,,0.1,0,1990,39,1,,,,
BWA,Botswana,0.1492979,0.067997,0.0369549,0.4589801,0.2867701,30,4.201,1,,7.151485,8.598033,16.8,0.3705192,0.9,0,1990,39,1,4.790892,0.1123576,,
CAF,Central African Republic,0.1566961,0.0948334,0.0615228,0.4313392,0.2556084,31,1.843,0.1666667,0.3575428,7.987864,7.231359,18.5,-0.0058203,0.15,0,1990,39,1,5.206129,0.1710723,1,1
CAN,Canada,0.2483936,0.1494116,0.1553678,0.2069526,0.2398744,32,10.504,1,0.4669485,10.23247,10.01457,32.9,0.2123468,1,0,1990,39,1,12.58116,0.4160219,1,1
CHE,Switzerland,0.2322212,0.1796898,0.1912496,0.1688616,0.2279778,33,9.92,1,,8.811652,10.17087,36.4,0.2876579,1,0,1990,39,1,16.03274,0.5354615,1,1
CHL,Chile,0.205833,0.1210108,0.0900137,0.3006566,0.2824859,34,7.138,0.8333333,0.1808964,9.480291,8.723846,25.6,0.2834884,0.9,0,1990,39,1,10.30127,0.3390866,1,1
CHN,China,0.2069339,0.1206745,0.0857591,0.2768756,0.3097569,35,5.234,0,,13.94231,7.48804,25.3,0.3156843,0.15,0,1990,39,1,4.794927,0.1486278,1,1
CIV,Cote d'Ivoire,0.1587238,0.0884375,0.0427795,0.4617783,0.2482808,36,,0.1666667,,9.375854,7.660792,17,0.1127768,0.15,0,1990,39,1,13.69462,0.436601,1,1
CMR,Cameroon,0.1462871,0.090036,0.0553936,0.4500943,0.258189,37,2.393,0.1666667,,9.359966,7.725914,17.4,0.2070406,0.1,0,1990,39,1,9.17173,0.3105892,1,1
COG,"Congo, Rep.",0.145491,0.0833667,0.0488978,0.4573146,0.2649299,38,3.927,0.1666667,,7.709757,7.646156,17,0.3185446,0.1,0,1990,39,1,19.59276,0.6689864,1,1
COL,Colombia,0.1873034,0.0894195,0.0629111,0.360366,0.3,39,4.374,0.6666667,0.1471844,10.46225,8.504004,21.7,0.2460689,0.9,0,1990,39,1,5.466617,0.1879208,1,1
COM,Comoros,0.142315,0.0777989,0.0398482,0.4686907,0.2713473,40,,0.3333333,,6.068426,7.676051,16.4,-0.0322737,0.7,0,1990,39,1,12.30142,0.4096135,,
CPV,Cape Verde,0.1117479,0.0773639,0.0659026,0.469914,0.2750716,41,,0.3333333,,5.833055,7.976821,16.6,-0.0809242,,0,1990,39,1,10.63875,0.3799229,,
CRI,Costa Rica,0.1927202,0.0922977,0.0711732,0.358791,0.2850179,42,5.566,1,,8.022569,8.503364,22.5,0.2061272,1,0,1990,39,1,16.50095,0.5470491,1,1
CUB,Cuba,0.1969512,0.1396443,0.1172485,0.2305448,0.3156112,43,,0,,9.270965,8.80514,27.8,0.1509865,0.15,0,1990,39,1,2.364143,0.0694654,,
CYP,Cyprus,0.2170088,0.1495601,0.1466276,0.2595308,0.2272727,44,8.411,1,0.4811111,6.523562,9.465647,30.9,0.2143835,1,0,1990,39,1,19.92452,0.5783285,1,1
DEU,Germany,0.2096232,0.2014402,0.2041595,0.1608274,0.2239497,47,,1,,11.28267,9.881375,37.7,0.2512546,1,0,1990,39,1,10.13305,0.3335303,,
DEU_W,"Germany, West",,,,,,49,9.059,,,,,,,1,0,1990,39,1,10.13305,0.3335303,,
DJI,Djibouti,0.1593928,0.0910816,0.0436433,0.4326376,0.2732448,50,,0.1666667,,6.152733,,18.2,,0.1,0,1990,39,1,,,,
DMA,Dominica,,,,,,51,,0.8333333,,4.280271,8.676472,,0.148017,,0,1990,39,1,25.36204,0.9187614,,
DNK,Denmark,0.2233898,0.1761043,0.2035415,0.1702666,0.2266978,52,10.127,1,0.5808782,8.544808,9.989904,37.1,0.2538004,1,0,1990,39,1,13.33607,0.4614395,1,1
DOM,Dominican Republic,0.1746954,0.0929442,0.0542647,0.3841031,0.2939926,53,4.302,0.8333333,,8.862342,8.058249,20.4,0.1527598,0.8,0,1990,39,1,11.56685,0.39161,1,1
DZA,Algeria,0.1543688,0.0780238,0.0562395,0.423655,0.2877128,54,3.01,0.5,,10.12751,8.510196,18.5,0.2744226,0.4,0,1990,39,1,10.75708,0.3697616,1,
ECU,Ecuador,0.1717654,0.0913874,0.0612822,0.3895168,0.2860483,55,5.939,0.8333333,0.3817386,9.236398,8.235887,20.1,0.2291007,0.95,0,1990,39,1,9.386042,0.3125677,1,1
EGY,"Egypt, Arab Rep.",0.1721807,0.0987322,0.0618107,0.4122689,0.2550074,56,3.573,0.3333333,0.2903152,10.86746,8.084625,19.3,0.1614715,0.35,0,1990,39,1,8.509556,0.2728025,1,1
ESP,Spain,0.2000153,0.1647753,0.1923566,0.1937815,0.2490713,58,6.085,1,,10.5671,9.58033,33.9,0.2300306,1,0,1990,39,1,7.151379,0.2089586,1,1
ETH_1,Ethiopia -pre 1993,0.1513723,0.08478,0.0435737,0.4570037,0.2632703,61,,0,,10.90263,6.352316,,0.0720694,0.1,0,1990,39,1,4.830333,0.1530205,,
FIN,Finland,0.2470423,0.1690395,0.1846802,0.1931021,0.206136,63,9.48,1,0.4739979,8.514389,9.91692,36.4,0.2795784,1,0,1990,39,1,9.99666,0.3447148,1,1
FJI,Fiji,0.1903448,0.102069,0.0496552,0.377931,0.28,64,7.422,0.1666667,0.4630673,6.60123,8.47295,21.3,0.1506112,0.75,0,1990,39,1,15.32953,0.5196003,,
FRA,France,0.2241121,0.1560765,0.1912047,0.2024676,0.2261391,65,7.556,1,,10.94615,9.904653,34.7,0.2239389,0.95,0,1990,39,1,8.531596,0.266101,1,1
GAB,Gabon,0.1617647,0.0861345,0.0777311,0.4264706,0.2478992,66,,0.5,,6.840547,9.111217,18.8,0.3685185,,0,1990,39,1,17.96787,0.612574,1,1
GBR,United Kingdom,0.2106339,0.1691977,0.2114619,0.1904795,0.218227,67,8.744,1,0.435149,10.9606,9.815904,36.5,0.1758532,1,0,1990,39,1,10.38231,0.3401202,1,1
GHA,Ghana,0.1504222,0.0822151,0.0456241,0.4554559,0.2662826,70,3.339,0.1666667,,9.624964,7.074324,17.1,0.0540822,0.15,0,1990,39,1,5.567267,0.1740994,1,1
GIN,Guinea,0.1544742,0.082789,0.0442521,0.4570542,0.2614304,71,,0.1666667,,8.657825,7.7977,17.1,0.1772288,0.15,0,1990,39,1,8.369175,0.2792795,1,
GMB,"Gambia, The",0.1666667,0.1047009,0.0491453,0.4294872,0.25,72,1.024,0.8333333,,6.833032,7.131224,18.7,0.1066325,0.9,0,1990,39,1,20.27503,0.6212574,,
GNB,Guinea-Bissau,0.1455261,0.0914454,0.0560472,0.4513274,0.2556539,73,,0.1666667,,6.852242,6.47857,17.3,0.0282729,0.1,0,1990,39,1,10.77188,0.3575543,,
GNQ,Equatorial Guinea,0.1614731,0.0991501,0.0623229,0.4220963,0.2549575,74,,0,,5.863631,7.257563,19,-0.2005545,0.15,0,1990,39,1,34.08123,1.113604,,
GRC,Greece,0.2031096,0.1825428,0.1996654,0.1924818,0.2222003,75,7.661,1,0.3882227,9.226312,9.390127,36.1,0.1338024,1,0,1990,39,1,9.093165,0.265855,1,1
GRD,Grenada,,,,,,76,,0.8333333,,4.539031,8.461378,,0.1775704,,0,1990,39,1,15.64792,0.5806429,,
GTM,Guatemala,0.1412894,0.0821902,0.0508688,0.4595336,0.266118,77,2.596,0.6666667,,9.076694,8.188078,16.9,0.0978817,0.65,0,1990,39,1,7.950658,0.2593582,1,1
GUY,Guyana,0.1751026,0.0820793,0.0670315,0.3666211,0.3091655,78,5.434,0.3333333,,6.594413,7.644551,20.8,0.1398021,0.15,0,1990,39,1,28.31238,1.012966,,
HND,Honduras,0.1464667,0.0774445,0.0449877,0.451931,0.2791701,79,3.687,0.8333333,0.355514,8.490849,7.707236,17.2,0.1950467,0.8,0,1990,39,1,12.9921,0.4432944,1,1
HTI,Haiti,0.1515765,0.0893839,0.0578536,0.442291,0.258895,81,2.361,0.5,,8.775395,6.763781,17.9,-0.0106195,0.85,0,1990,39,1,12.61041,0.4331152,,
IDN,Indonesia,0.1771369,0.1116083,0.061976,0.3604786,0.2888002,83,3.296,0.1666667,0.1948477,12.09084,7.955369,21.6,0.3327005,0.15,0,1990,39,1,10.60163,0.3324045,1,1
IND,India,0.1802386,0.1109784,0.0683079,0.3653353,0.2751398,84,3.677,0.8333333,0.376252,13.65242,7.423547,21.8,0.2203828,0.9,0,1990,39,1,2.639436,0.0702437,1,1
IRL,Ireland,0.199431,0.1365576,0.1513513,0.2733997,0.2392603,85,8.503,1,0.2569326,8.162174,9.558014,29.1,0.2446595,1,0,1990,39,1,24.35216,0.8452449,1,1
IRN,Iran,0.1558703,0.0784642,0.057424,0.446941,0.2613005,86,3.361,0.1666667,,10.90412,8.26404,17.7,0.2709185,0.2,0,1990,39,1,3.999588,0.1257622,1,1
IRQ,Iraq,0.1540946,0.0831603,0.0433679,0.443541,0.2758362,87,3.199,0,0.3495355,9.802451,,17.5,,0.05,0,1990,39,1,,,,
ISL,Iceland,0.2204724,0.1338583,0.1456693,0.2480315,0.2519685,88,7.961,1,,5.540479,9.954723,30,0.2098595,1,0,1990,39,1,13.38934,0.4771687,1,1
ISR,Israel,0.2025709,0.1125887,0.1234486,0.3129432,0.2484486,89,9.03,0.8333333,,8.446771,9.519797,25.8,0.1440504,0.95,0,1990,39,1,12.41709,0.4207752,1,1
ITA,Italy,0.2086213,0.1841678,0.2111777,0.1586566,0.2373766,90,6.162,1,0.6960464,10.94586,9.868263,37.4,0.2226347,1,0,1990,39,1,8.967305,0.2660978,1,1
JAM,Jamaica,0.1658928,0.0920219,0.1000422,0.3516251,0.2904179,91,4.554,0.8333333,0.3437945,7.779048,8.318845,22.1,0.2375121,1,0,1990,39,1,18.3717,0.6393711,1,1
JOR,Jordan,0.1214264,0.0768521,0.0473409,0.4681832,0.2861974,92,5.39,0.3333333,0.2895631,8.061487,8.148808,16.3,0.0104561,0.3,0,1990,39,1,21.0949,0.4307873,1,1
JPN,Japan,0.2234292,0.2009827,0.1740517,0.1840001,0.2175363,93,9.224,1,0.3517228,11.7243,10.00876,37.4,0.3370933,1,0,1990,39,1,5.287868,0.129223,1,1
KEN,Kenya,0.1350011,0.0629637,0.0405342,0.4953996,0.2661013,95,2.983,0.1666667,0.4165106,10.05852,7.197484,15.2,0.1445043,0.15,0,1990,39,1,10.65672,0.2782656,1,1
KHM,Cambodia,0.1602873,0.0817855,0.0443304,0.4526424,0.2609544,97,,0,,9.120962,,17.5,,,0,1990,39,1,,,,
KIR,Kiribati,,,,,,98,,1,,4.281377,,,,,0,1990,39,1,,,,
KNA,St. Kitts and Nevis,,,,,,99,,1,,3.738384,8.970687,,0.2448691,,0,1990,39,1,18.64305,0.6507007,,
KOE,Korea,0.2145893,0.1432983,0.0767982,0.2616709,0.3036433,100,,,,11.04811,,,,,0,1990,39,1,,,,
KOR,"Korea, Rep.",0.2243527,0.1363424,0.0769769,0.2584091,0.3039188,101,9.253,0.8333333,0.256503,10.6659,9.205568,26.9,0.3724348,0.8,0,1990,39,1,15.74063,0.4674558,1,1
KWT,Kuwait,0.2432306,0.085901,0.0210084,0.3664799,0.28338,102,5.993,0,,7.661527,,22.8,,,0,1990,39,1,,,,
LAO,Lao PDR,0.1536786,0.0839787,0.0614714,0.4380445,0.2628267,103,,0.1666667,,8.326517,,18,,0.15,0,1990,39,1,,,,
LBN,Lebanon,0.1603391,0.0987836,0.0818282,0.3490601,0.3099889,104,,0.1666667,,8.198364,8.082907,21.7,-0.6412988,,0,1990,39,1,,,,
LBR,Liberia,0.1480787,0.076851,0.0398313,0.4700094,0.2652296,105,1.94,0,,7.797702,,16.4,,,0,1990,39,1,,,,
LBY,Libya,0.1607807,0.0913104,0.0422862,0.4379647,0.267658,106,,0,,8.368925,,17.8,,0.15,0,1990,39,1,,,,
LCA,St. Lucia,0.1578947,0.0902256,0.0902256,0.368421,0.2932331,107,,1,,4.898586,8.637772,20.8,0.1418475,,0,1990,39,1,16.25999,0.5874791,,
LIE,Liechtenstein,,,,,,108,,,,,,,,,0,1990,39,1,,,,
LKA,Sri Lanka,0.2024955,0.1153298,0.0857992,0.3168152,0.2795603,109,5.26,0.5,,9.696894,7.830053,24.7,0.1446443,0.75,0,1990,39,1,15.36345,0.362373,1,1
LSO,Lesotho,0.1369427,0.0898089,0.066242,0.443949,0.2630573,110,4.117,0.1666667,,7.427739,7.222058,17.5,-0.3046287,0.15,0,1990,39,1,2.105552,0.0681688,,
LUX,Luxembourg,0.2413793,0.1777188,0.1803714,0.1750663,0.2254642,112,,1,0.4998294,5.945159,10.19956,35.9,0.2766227,,0,1990,39,1,,,1,1
MAR,Morocco,0.1709075,0.0857794,0.0598461,0.39645,0.287017,114,,0.5,0.3738639,10.0876,8.174837,19.7,0.1562405,0.1,0,1990,39,1,10.62373,0.3126129,1,1
MDG,Madagascar,0.1536724,0.0839886,0.0482684,0.4483855,0.2656851,116,,0.5,,9.361515,6.803911,17.5,0.0618892,0.2,0,1990,39,1,5.953674,0.1877821,1,1
MDV,Maldives,0.144186,0.0837209,0.0511628,0.4651163,0.255814,117,,0.1666667,,5.361292,,16.7,,,0,1990,39,1,,,,
MEX,Mexico,0.166162,0.0895273,0.0586596,0.3855646,0.3000865,118,5.875,0.5,,11.32932,8.900249,19.7,0.2203702,0.5,0,1990,39,1,6.496407,0.2205802,1,1
MLI,Mali,0.1338861,0.0741846,0.0383637,0.4817026,0.2718629,120,0.614,0.1666667,,9.043104,6.626314,15.8,0.0636943,0.15,0,1990,39,1,7.640924,0.2075628,1,1
MLT,Malta,0.2430168,0.1592179,0.1452514,0.2346369,0.2178771,121,6.767,1,,5.886104,,33,,,0,1990,39,1,,,,
MMR,Myanmar,0.1805658,0.0968992,0.0678171,0.371698,0.2830198,122,2.142,0,,10.60948,,21,,0.15,0,1990,39,1,,,,
MNG,Mongolia,0.1460775,0.0829576,0.0586114,0.4165915,0.2957619,123,,0.5,,7.652546,,18.8,,0.6,0,1990,39,1,,,,
MOZ,Mozambique,0.1347939,0.0900111,0.0525065,0.4635722,0.2591162,125,0.843,0.1666667,,9.557541,6.830688,16.6,-0.1229649,0.15,0,1990,39,1,7.620992,0.2096536,,
MRT,Mauritania,0.1482759,0.0931034,0.0527094,0.4394089,0.2665025,126,1.94,0,,7.596894,7.166897,17.9,0.0438095,0.15,0,1990,39,1,17.93873,0.5866087,1,1
MUS,Mauritius,0.2223273,0.1087985,0.0832545,0.2961211,0.2894986,127,5.148,0.8333333,,6.96319,9.105606,25.7,0.2364863,1,0,1990,39,1,22.74664,0.6970178,,
MWI,Malawi,0.1513485,0.0778424,0.0451613,0.461872,0.2637758,128,2.577,0,,9.048645,6.430699,17,0.0966077,0.05,0,1990,39,1,12.15125,0.3312378,1,
MYS,Malaysia,0.1988904,0.0980722,0.0581708,0.3649966,0.27987,129,5.541,0.3333333,0.2706052,9.809281,8.783339,21.9,0.3566002,0.7,0,1990,39,1,26.45856,0.7745699,1,1
NER,Niger,0.1360784,0.068366,0.0364706,0.499085,0.26,131,0.547,0.1666667,,8.949884,6.85442,15,0.0113956,0.15,0,1990,39,1,8.861257,0.276984,1,1
NGA,Nigeria,0.1491781,0.083157,0.0470832,0.462194,0.2583878,132,,0.3333333,,11.47422,6.998362,16.8,0.2927771,0.25,0,1990,39,1,9.333195,0.3170182,1,1
NIC,Nicaragua,0.145659,0.0706067,0.0436715,0.4636506,0.2764121,133,3.601,0.6666667,,8.249052,7.718805,16.6,-0.0211829,0.8,0,1990,39,1,12.40363,0.4004044,1,1
NLD,Netherlands,0.2385634,0.1621188,0.1734216,0.1823168,0.2435794,134,8.614,1,,9.6126,9.877166,34.5,0.2692921,1,0,1990,39,1,21.76334,0.7020438,1,1
NOR,Norway,0.2214101,0.1492573,0.2096204,0.1895779,0.2301344,135,10.852,1,0.7146375,8.352673,9.925536,35.4,0.2981936,1,0,1990,39,1,13.3684,0.4734719,1,1
NPL,Nepal,0.1619416,0.0990657,0.0561104,0.4133913,0.269491,136,1.026,0.5,,9.805984,6.99108,19.2,0.0787412,0.75,0,1990,39,1,4.478288,0.1347325,1,1
NZL,New Zealand,0.2218257,0.1433244,0.1534344,0.2337199,0.2476955,137,11.177,1,0.5582579,8.142121,9.690828,31.1,0.1971485,1,0,1990,39,1,11.54925,0.3636242,1,1
OMN,Oman,0.2031419,0.0790899,0.0303359,0.443662,0.2437703,139,,0.1666667,,7.394493,,18.2,,0,0,1990,39,1,,,,
PAK,Pakistan-post-1972,0.1662489,0.0961136,0.0548242,0.4247069,0.2581064,140,2.292,0.5,,11.58966,7.465782,18.9,0.1109813,0.9,0,1990,39,1,7.795401,0.1861398,,
PAK_1,Pakistan-pre-1972,0.1640475,0.0903759,0.0515293,0.4228786,0.2711687,141,,,,12.29225,,,,,0,1990,39,1,7.795401,0.1861398,,
PAN,Panama,0.1800083,0.0999585,0.0717545,0.352136,0.2961427,142,7.315,0.5,0.3706125,7.78239,8.514949,21.9,0.2144282,0.9,0,1990,39,1,26.3329,0.8752786,1,1
PER,Peru,0.172436,0.0982853,0.0605434,0.3821542,0.2865812,144,5.922,0.6666667,,9.979012,8.184428,20.5,0.2157309,0.9,0,1990,39,1,5.962049,0.1980122,1,1
PHL,Philippines,0.1682677,0.0885525,0.0490304,0.40923,0.2849194,145,7.072,0.6666667,0.2590239,11.01928,8.00947,19.2,0.1830855,0.9,0,1990,39,1,10.9322,0.316842,1,1
PNG,Papua New Guinea,0.162655,0.0836372,0.0427912,0.4130805,0.2978361,147,1.701,0.8333333,,8.289037,7.966026,18.8,0.1612107,1,0,1990,39,1,20.68575,0.7067499,,
PRK,"Korea, Dem. Rep.",0.1936163,0.1582402,0.0764143,0.2686777,0.3030516,149,,0,,9.901285,,25.9,,0.05,0,1990,39,1,,,,
PRT,Portugal,0.2016569,0.1713478,0.1902405,0.1998384,0.2369165,150,4.334,1,,9.199886,9.417906,34.5,0.2130052,1,0,1990,39,1,13.30226,0.4256017,1,1
PRY,Paraguay,0.1705408,0.0801708,0.0540797,0.4200664,0.2751423,151,5.777,0.5,,8.330864,8.509608,19,0.1622624,0.6,0,1990,39,1,6.343696,0.2112781,1,1
QAT,Qatar,0.3589744,0.1089744,0.0235043,0.275641,0.232906,152,,0,,6.184149,,29.6,,0,0,1990,39,1,,,,
RWA,Rwanda,0.1423934,0.0749594,0.0383651,0.4755792,0.268703,155,1.492,0.1666667,,8.84549,6.972079,16.1,0.0618317,0.15,0,1990,39,1,4.927698,0.1370548,1,1
SAU,Saudi Arabia,0.2036366,0.0618582,0.0344328,0.4226169,0.2774556,157,,0,,9.667955,,19.2,,0,0,1990,39,1,,,,
SDN,Sudan,0.1603353,0.0925428,0.0499017,0.4213165,0.2759036,159,1.26,0,,10.11932,,18.6,,0.15,0,1990,39,1,,,,
SEN,Senegal,0.1510076,0.0826525,0.0412582,0.464597,0.2604848,160,1.967,0.5,,8.899322,7.316562,16.7,0.0886889,0.45,0,1990,39,1,12.17075,0.3644003,,
SGP,Singapore,0.2795093,0.1206897,0.0838859,0.2148541,0.301061,162,5.521,0.5,0.3314763,8.021913,9.79439,29.3,0.4307785,0.4,0,1990,39,1,79.87022,1.884663,1,1
SLB,Solomon Islands,0.1410658,0.0815047,0.0470219,0.4576803,0.2727273,164,,1,,5.765191,,16.8,,,0,1990,39,1,,,,
SLE,Sierra Leone,0.1583231,0.0934649,0.0503083,0.4347719,0.2631319,165,1.322,0.1666667,,8.293799,7.157906,18.2,0.1620225,0.15,0,1990,39,1,6.337895,0.2025059,1,
SLV,El Salvador,0.1562255,0.0935787,0.064213,0.4079875,0.2779953,166,3.579,0.6666667,,8.539346,8.167508,18.9,0.0118946,0.8,0,1990,39,1,11.11528,0.3693123,1,1
SOM,Somalia,0.1446523,0.0755376,0.0431444,0.478358,0.2583077,167,,0,,8.876684,,16,,0.15,0,1990,39,1,,,,
STP,Sao Tome and Principe,0.1196581,0.0854701,0.0683761,0.4700855,0.2564103,168,,0.3333333,,4.744932,7.222165,16.2,-0.2920126,,0,1990,39,1,18.8208,0.6929538,,
SUR,Suriname,0.1446384,0.0947631,0.0673317,0.3591022,0.3341646,169,,0.5,,5.996452,,21,,,0,1990,39,1,,,,
SWE,Sweden,0.2133178,0.1720794,0.2276869,0.1794392,0.2074766,172,9.571,1,0.52947,9.054739,9.942073,38.3,0.2370313,1,0,1990,39,1,12.99413,0.4460907,1,1
SWZ,Swaziland,0.1438679,0.0790094,0.0436321,0.4646226,0.2688679,173,4.846,0.1666667,,6.64639,,16.6,,0,0,1990,39,1,,,,
SYC,Seychelles,,,,,,174,,0.1666667,,4.248495,9.100372,,0.2031417,,0,1990,39,1,15.83844,0.454522,,
SYR,Syrian Arab Republic,0.1359704,0.0686537,0.0415225,0.4790028,0.2748506,175,4.347,0,,9.402282,8.043781,15.9,0.1570419,0.05,0,1990,39,1,6.643137,0.1635355,1,1
TCD,Chad,0.146978,0.0889423,0.0527129,0.4541552,0.2572115,176,,0,,8.65626,6.816232,17.2,-0.0771293,0.15,0,1990,39,1,4.063591,0.1282935,1,1
TGO,Togo,0.1493488,0.083068,0.0477569,0.4558611,0.2639653,177,2.34,0.1666667,,8.146998,7.084732,17.1,0.1467401,0.15,0,1990,39,1,17.87341,0.5437009,1,
THA,Thailand,0.1984004,0.1098915,0.0635043,0.319544,0.3086597,178,5.353,0.8333333,,10.92585,8.483225,23.4,0.33837,0.65,0,1990,39,1,12.2498,0.3336363,1,1
